date,hospital,total_beds,occupied_beds,occupancy_rate,elderly_patients_pct
2023-07-01,NUH,1257,765,0.85,0.382
2023-07-01,TTSH,1392,535,0.515,0.238
2023-07-01,CGH,935,393,0.583,0.324
2023-07-01,KTPH,1307,816,0.742,0.452
2023-07-01,AH,1240,1128,0.829,0.208
2023-07-01,IMH,809,1149,0.943,0.339
2023-07-01,KKH,1320,1090,0.778,0.328
2023-07-02,SGH,909,664,0.727,0.223
2023-07-02,NUH,758,396,0.673,0.306
2023-07-02,TTSH,754,605,0.557,0.354
2023-07-02,CGH,1093,800,0.736,0.39
2023-07-02,KTPH,1138,1142,0.764,0.428
2023-07-02,AH,703,442,0.86,0.318
2023-07-02,IMH,896,640,0.631,0.391
2023-07-02,KKH,668,944,0.792,0.264
2023-07-03,SGH,1259,1003,0.881,0.303
2023-07-03,NUH,854,456,0.605,0.518
2023-07-03,TTSH,1209,638,0.593,0.388
2023-07-03,CGH,1456,781,0.85,0.251
2023-07-03,KTPH,736,550,0.748,0.363
2023-07-03,AH,960,1075,0.925,0.331
2023-07-03,IMH,754,413,0.729,0.389
2023-07-03,KKH,1373,735,0.81,0.394
2023-07-04,SGH,1255,596,0.5,0.364
2023-07-04,NUH,981,844,0.614,0.379
2023-07-04,TTSH,864,620,0.715,0.217
2023-07-04,CGH,570,1013,0.95,0.243
2023-07-04,KTPH,806,922,0.85,0.37
2023-07-04,AH,681,500,0.621,0.188
2023-07-04,IMH,1109,550,0.599,0.179
2023-07-04,KKH,808,1099,0.95,0.483
2023-07-05,SGH,1132,575,0.794,0.517
2023-07-05,NUH,924,498,0.662,0.492
2023-07-05,TTSH,1181,793,0.95,0.313
2023-07-05,CGH,1245,736,0.728,0.318
2023-07-05,KTPH,867,511,0.682,0.246
2023-07-05,AH,669,965,0.768,0.286
2023-07-05,IMH,793,1128,0.796,0.24
2023-07-05,KKH,1468,1268,0.95,0.282
2023-07-06,SGH,971,886,0.714,0.35
2023-07-06,NUH,1426,612,0.708,0.36
2023-07-06,TTSH,1109,1075,0.742,0.384
2023-07-06,CGH,579,942,0.788,0.398
2023-07-06,KTPH,951,777,0.807,0.381
2023-07-06,AH,919,603,0.5,0.299
2023-07-06,IMH,1253,674,0.673,0.374
2023-07-06,KKH,968,803,0.607,0.332
2023-07-07,SGH,1197,1142,0.844,0.388
2023-07-07,NUH,1416,985,0.668,0.443
2023-07-07,TTSH,902,855,0.937,0.351
2023-07-07,CGH,919,789,0.577,0.391
2023-07-07,KTPH,1205,593,0.721,0.283
2023-07-07,AH,796,1100,0.747,0.33
2023-07-07,IMH,1021,633,0.739,0.286
2023-07-07,KKH,904,846,0.95,0.254
2023-07-08,SGH,548,1137,0.892,0.415
2023-07-08,NUH,795,761,0.647,0.222
2023-07-08,TTSH,805,586,0.5,0.313
2023-07-08,CGH,945,531,0.738,0.261
2023-07-08,KTPH,1324,990,0.71,0.183
2023-07-08,AH,591,431,0.69,0.5
2023-07-08,IMH,524,465,0.71,0.287
2023-07-08,KKH,1442,810,0.67,0.179
2023-07-09,SGH,925,623,0.803,0.514
2023-07-09,NUH,652,617,0.543,0.135
2023-07-09,TTSH,1479,576,0.616,0.332
2023-07-09,CGH,697,826,0.95,0.326
2023-07-09,KTPH,700,781,0.58,0.224
2023-07-09,AH,1003,1105,0.788,0.367
2023-07-09,IMH,814,1222,0.95,0.474
2023-07-09,KKH,518,976,0.95,0.385
2023-07-10,SGH,1257,1025,0.813,0.317
2023-07-10,NUH,923,758,0.817,0.319
2023-07-10,TTSH,1163,378,0.739,0.335
2023-07-10,CGH,1222,857,0.67,0.323
2023-07-10,KTPH,1294,551,0.777,0.14
2023-07-10,AH,1224,875,0.94,0.25
2023-07-10,IMH,878,831,0.627,0.428
2023-07-10,KKH,1353,437,0.679,0.303
2023-07-11,SGH,1444,1332,0.896,0.48
2023-07-11,NUH,978,890,0.704,0.192
2023-07-11,TTSH,1007,313,0.584,0.509
2023-07-11,CGH,1212,824,0.831,0.193
2023-07-11,KTPH,1093,700,0.789,0.253
2023-07-11,AH,666,918,0.95,0.364
2023-07-11,IMH,693,629,0.858,0.317
2023-07-11,KKH,1315,603,0.668,0.274
2023-07-12,SGH,962,408,0.696,0.326
2023-07-12,NUH,850,518,0.812,0.29
2023-07-12,TTSH,1309,652,0.762,0.367
2023-07-12,CGH,949,827,0.763,0.509
2023-07-12,KTPH,516,660,0.95,0.385
2023-07-12,AH,1498,430,0.697,0.454
2023-07-12,IMH,544,609,0.749,0.325
2023-07-12,KKH,1282,370,0.642,0.197
2023-07-13,SGH,915,1023,0.7,0.477
2023-07-13,NUH,1062,837,0.777,0.394
2023-07-13,TTSH,1156,759,0.746,0.273
2023-07-13,CGH,637,606,0.831,0.315
2023-07-13,KTPH,1222,495,0.601,0.443
2023-07-13,AH,985,587,0.579,0.353
2023-07-13,IMH,823,979,0.716,0.452
2023-07-13,KKH,978,399,0.72,0.304
2023-07-14,SGH,823,1247,0.95,0.353
2023-07-14,NUH,1284,632,0.689,0.451
2023-07-14,TTSH,1269,870,0.691,0.333
2023-07-14,CGH,847,432,0.645,0.421
2023-07-14,KTPH,606,680,0.725,0.458
2023-07-14,AH,895,968,0.789,0.38
2023-07-14,IMH,1469,784,0.921,0.6
2023-07-14,KKH,1139,371,0.554,0.154
2023-07-15,SGH,616,648,0.95,0.365
2023-07-15,NUH,1078,1150,0.95,0.389
2023-07-15,TTSH,565,394,0.693,0.306
2023-07-15,CGH,940,869,0.703,0.216
2023-07-15,KTPH,1210,695,0.663,0.183
2023-07-15,AH,569,405,0.61,0.382
2023-07-15,IMH,1100,657,0.789,0.418
2023-07-15,KKH,1176,468,0.855,0.395
2023-07-16,SGH,738,385,0.611,0.56
2023-07-16,NUH,872,931,0.715,0.318
2023-07-16,TTSH,1149,545,0.5,0.295
2023-07-16,CGH,581,445,0.761,0.273
2023-07-16,KTPH,1326,668,0.5,0.554
2023-07-16,AH,800,965,0.833,0.386
2023-07-16,IMH,813,595,0.6,0.37
2023-07-16,KKH,1049,608,0.639,0.288
2023-07-17,SGH,1410,558,0.772,0.409
2023-07-17,NUH,1404,705,0.656,0.384
2023-07-17,TTSH,678,471,0.876,0.214
2023-07-17,CGH,596,1092,0.798,0.334
2023-07-17,KTPH,520,957,0.912,0.444
2023-07-17,AH,1110,750,0.95,0.482
2023-07-17,IMH,1462,878,0.731,0.435
2023-07-17,KKH,991,919,0.912,0.304
2023-07-18,SGH,757,928,0.65,0.344
2023-07-18,NUH,509,531,0.866,0.344
2023-07-18,TTSH,548,784,0.789,0.155
2023-07-18,CGH,1469,656,0.74,0.373
2023-07-18,KTPH,845,692,0.95,0.241
2023-07-18,AH,760,884,0.699,0.335
2023-07-18,IMH,1155,592,0.643,0.38
2023-07-18,KKH,1024,1129,0.814,0.278
2023-07-19,SGH,1333,702,0.749,0.387
2023-07-19,NUH,1329,643,0.751,0.523
2023-07-19,TTSH,1331,784,0.797,0.192
2023-07-19,CGH,1287,635,0.833,0.418
2023-07-19,KTPH,748,792,0.718,0.468
2023-07-19,AH,1165,552,0.618,0.36
2023-07-19,IMH,583,482,0.559,0.384
2023-07-19,KKH,1347,1026,0.922,0.38
2023-07-20,SGH,513,666,0.764,0.291
2023-07-20,NUH,1010,635,0.576,0.217
2023-07-20,TTSH,719,1154,0.862,0.49
2023-07-20,CGH,1146,474,0.876,0.466
2023-07-20,KTPH,1313,825,0.62,0.316
2023-07-20,AH,628,963,0.878,0.392
2023-07-20,IMH,1193,360,0.578,0.397
2023-07-20,KKH,825,849,0.798,0.478
2023-07-21,SGH,1098,428,0.856,0.448
2023-07-21,NUH,1076,994,0.681,0.426
2023-07-21,TTSH,1127,973,0.78,0.342
2023-07-21,CGH,545,754,0.571,0.379
2023-07-21,KTPH,991,878,0.67,0.285
2023-07-21,AH,1039,799,0.813,0.292
2023-07-21,IMH,1411,434,0.565,0.418
2023-07-21,KKH,1346,1079,0.879,0.518
2023-07-22,SGH,982,558,0.624,0.164
2023-07-22,NUH,714,815,0.556,0.215
2023-07-22,TTSH,506,409,0.747,0.331
2023-07-22,CGH,954,1146,0.804,0.377
2023-07-22,KTPH,1175,899,0.693,0.399
2023-07-22,AH,555,545,0.522,0.456
2023-07-22,IMH,938,753,0.614,0.322
2023-07-22,KKH,824,1082,0.95,0.617
2023-07-23,SGH,608,435,0.5,0.128
2023-07-23,NUH,567,572,0.724,0.472
2023-07-23,TTSH,963,714,0.606,0.301
2023-07-23,CGH,1111,449,0.509,0.287
2023-07-23,KTPH,742,436,0.763,0.073
2023-07-23,AH,1013,627,0.5,0.262
2023-07-23,IMH,1364,417,0.698,0.329
2023-07-23,KKH,1446,930,0.629,0.315
2023-07-24,SGH,622,447,0.615,0.277
2023-07-24,NUH,1040,638,0.718,0.481
2023-07-24,TTSH,531,353,0.617,0.366
2023-07-24,CGH,1495,506,0.846,0.216
2023-07-24,KTPH,528,966,0.694,0.411
2023-07-24,AH,889,772,0.683,0.25
2023-07-24,IMH,759,492,0.847,0.454
2023-07-24,KKH,730,748,0.614,0.341
2023-07-25,SGH,601,672,0.725,0.369
2023-07-25,NUH,1031,933,0.873,0.366
2023-07-25,TTSH,1364,429,0.727,0.275
2023-07-25,CGH,597,528,0.718,0.337
2023-07-25,KTPH,788,766,0.674,0.332
2023-07-25,AH,528,602,0.528,0.361
2023-07-25,IMH,1404,925,0.652,0.269
2023-07-25,KKH,1079,550,0.531,0.169
2023-07-26,SGH,1174,672,0.83,0.378
2023-07-26,NUH,530,442,0.811,0.259
2023-07-26,TTSH,1121,809,0.749,0.428
2023-07-26,CGH,1267,1256,0.95,0.304
2023-07-26,KTPH,1496,534,0.681,0.242
2023-07-26,AH,1066,961,0.72,0.289
2023-07-26,IMH,625,679,0.749,0.366
2023-07-26,KKH,1197,1250,0.95,0.318
2023-07-27,SGH,949,733,0.718,0.444
2023-07-27,NUH,1096,344,0.575,0.533
2023-07-27,TTSH,1125,691,0.698,0.399
2023-07-27,CGH,763,686,0.619,0.465
2023-07-27,KTPH,827,674,0.95,0.299
2023-07-27,AH,1395,829,0.574,0.577
2023-07-27,IMH,668,971,0.748,0.339
2023-07-27,KKH,866,975,0.95,0.309
2023-07-28,SGH,1023,458,0.803,0.476
2023-07-28,NUH,1464,1005,0.846,0.218
2023-07-28,TTSH,768,472,0.518,0.296
2023-07-28,CGH,1246,341,0.66,0.545
2023-07-28,KTPH,643,1007,0.828,0.228
2023-07-28,AH,1460,937,0.749,0.368
2023-07-28,IMH,1057,478,0.872,0.363
2023-07-28,KKH,1422,877,0.95,0.311
2023-07-29,SGH,1258,472,0.5,0.347
2023-07-29,NUH,649,553,0.742,0.333
2023-07-29,TTSH,598,995,0.707,0.412
2023-07-29,CGH,954,324,0.539,0.362
2023-07-29,KTPH,732,658,0.737,0.27
2023-07-29,AH,578,328,0.596,0.419
2023-07-29,IMH,550,553,0.808,0.334
2023-07-29,KKH,1131,738,0.784,0.088
2023-07-30,SGH,996,464,0.515,0.446
2023-07-30,NUH,1150,478,0.772,0.244
2023-07-30,TTSH,590,926,0.84,0.423
2023-07-30,CGH,832,660,0.829,0.375
2023-07-30,KTPH,1443,273,0.524,0.271
2023-07-30,AH,1002,1219,0.921,0.28
2023-07-30,IMH,1154,794,0.599,0.276
2023-07-30,KKH,1171,326,0.58,0.323
2023-07-31,SGH,1333,393,0.591,0.258
2023-07-31,NUH,1040,492,0.709,0.456
2023-07-31,TTSH,803,1253,0.941,0.429
2023-07-31,CGH,1413,710,0.797,0.261
2023-07-31,KTPH,1332,547,0.606,0.383
2023-07-31,AH,1055,631,0.738,0.357
2023-07-31,IMH,878,926,0.786,0.292
2023-07-31,KKH,730,702,0.578,0.286
2023-08-01,SGH,714,514,0.783,0.202
2023-08-01,NUH,1461,970,0.791,0.221
2023-08-01,TTSH,1455,415,0.784,0.345
2023-08-01,CGH,1499,558,0.5,0.352
2023-08-01,KTPH,1191,720,0.5,0.455
2023-08-01,AH,816,425,0.792,0.403
2023-08-01,IMH,1132,896,0.628,0.386
2023-08-01,KKH,822,806,0.653,0.244
2023-08-02,SGH,1414,1294,0.92,0.361
2023-08-02,NUH,790,529,0.637,0.369
2023-08-02,TTSH,1370,578,0.821,0.497
2023-08-02,CGH,568,818,0.842,0.367
2023-08-02,KTPH,715,1219,0.844,0.39
2023-08-02,AH,1383,750,0.903,0.405
2023-08-02,IMH,671,839,0.731,0.358
2023-08-02,KKH,1491,836,0.816,0.361
2023-08-03,SGH,713,600,0.849,0.224
2023-08-03,NUH,804,548,0.851,0.388
2023-08-03,TTSH,559,639,0.789,0.452
2023-08-03,CGH,1477,595,0.573,0.325
2023-08-03,KTPH,932,896,0.689,0.377
2023-08-03,AH,897,934,0.847,0.352
2023-08-03,IMH,858,856,0.912,0.317
2023-08-03,KKH,1249,761,0.586,0.032
2023-08-04,SGH,1428,997,0.699,0.467
2023-08-04,NUH,1230,783,0.95,0.319
2023-08-04,TTSH,1095,1050,0.74,0.495
2023-08-04,CGH,1352,725,0.71,0.31
2023-08-04,KTPH,1264,445,0.617,0.298
2023-08-04,AH,923,841,0.823,0.155
2023-08-04,IMH,1438,658,0.905,0.229
2023-08-04,KKH,633,926,0.625,0.291
2023-08-05,SGH,1148,929,0.843,0.258
2023-08-05,NUH,1479,767,0.524,0.423
2023-08-05,TTSH,600,592,0.85,0.254
2023-08-05,CGH,736,379,0.724,0.429
2023-08-05,KTPH,1210,1028,0.783,0.446
2023-08-05,AH,814,980,0.658,0.476
2023-08-05,IMH,1409,404,0.553,0.258
2023-08-05,KKH,523,382,0.63,0.317
2023-08-06,SGH,686,736,0.936,0.406
2023-08-06,NUH,726,571,0.698,0.436
2023-08-06,TTSH,1359,683,0.5,0.363
2023-08-06,CGH,932,860,0.865,0.312
2023-08-06,KTPH,902,830,0.928,0.419
2023-08-06,AH,1176,913,0.95,0.442
2023-08-06,IMH,863,421,0.67,0.375
2023-08-06,KKH,713,1220,0.926,0.482
2023-08-07,SGH,1205,311,0.5,0.585
2023-08-07,NUH,773,627,0.669,0.384
2023-08-07,TTSH,1334,986,0.828,0.252
2023-08-07,CGH,574,600,0.756,0.529
2023-08-07,KTPH,514,601,0.847,0.271
2023-08-07,AH,871,722,0.738,0.56
2023-08-07,IMH,759,962,0.647,0.215
2023-08-07,KKH,870,459,0.5,0.319
2023-08-08,SGH,1011,1040,0.772,0.298
2023-08-08,NUH,713,920,0.757,0.476
2023-08-08,TTSH,736,750,0.563,0.373
2023-08-08,CGH,1348,861,0.88,0.182
2023-08-08,KTPH,761,506,0.648,0.447
2023-08-08,AH,779,1118,0.817,0.27
2023-08-08,IMH,820,480,0.622,0.398
2023-08-08,KKH,1167,1028,0.686,0.4
2023-08-09,SGH,1173,891,0.634,0.511
2023-08-09,NUH,1104,349,0.646,0.375
2023-08-09,TTSH,965,771,0.627,0.228
2023-08-09,CGH,736,605,0.749,0.284
2023-08-09,KTPH,760,746,0.5,0.238
2023-08-09,AH,602,385,0.685,0.388
2023-08-09,IMH,1237,301,0.596,0.313
2023-08-09,KKH,689,842,0.615,0.41
2023-08-10,SGH,1253,778,0.79,0.268
2023-08-10,NUH,1167,661,0.95,0.164
2023-08-10,TTSH,749,791,0.559,0.371
2023-08-10,CGH,1371,914,0.685,0.249
2023-08-10,KTPH,954,821,0.95,0.244
2023-08-10,AH,1020,689,0.859,0.262
2023-08-10,IMH,672,418,0.571,0.319
2023-08-10,KKH,834,745,0.893,0.364
2023-08-11,SGH,823,411,0.637,0.316
2023-08-11,NUH,1217,1356,0.95,0.462
2023-08-11,TTSH,521,938,0.739,0.453
2023-08-11,CGH,931,919,0.725,0.214
2023-08-11,KTPH,878,618,0.858,0.321
2023-08-11,AH,848,673,0.93,0.474
2023-08-11,IMH,1364,938,0.837,0.48
2023-08-11,KKH,1248,1089,0.771,0.468
2023-08-12,SGH,999,465,0.591,0.351
2023-08-12,NUH,1284,741,0.532,0.333
2023-08-12,TTSH,636,500,0.572,0.357
2023-08-12,CGH,1201,780,0.538,0.454
2023-08-12,KTPH,777,646,0.562,0.495
2023-08-12,AH,635,714,0.541,0.391
2023-08-12,IMH,1045,886,0.65,0.35
2023-08-12,KKH,660,1023,0.863,0.382
2023-08-13,SGH,1232,482,0.95,0.338
2023-08-13,NUH,704,485,0.537,0.294
2023-08-13,TTSH,1273,775,0.616,0.325
2023-08-13,CGH,775,742,0.561,0.488
2023-08-13,KTPH,1468,434,0.5,0.146
2023-08-13,AH,1405,1236,0.871,0.235
2023-08-13,IMH,552,358,0.5,0.279
2023-08-13,KKH,752,1193,0.92,0.302
2023-08-14,SGH,679,585,0.641,0.38
2023-08-14,NUH,1319,534,0.924,0.401
2023-08-14,TTSH,939,882,0.714,0.453
2023-08-14,CGH,1073,600,0.812,0.297
2023-08-14,KTPH,853,697,0.838,0.343
2023-08-14,AH,1163,629,0.679,0.369
2023-08-14,IMH,592,812,0.722,0.19
2023-08-14,KKH,722,621,0.5,0.455
2023-08-15,SGH,639,807,0.943,0.351
2023-08-15,NUH,1379,635,0.826,0.331
2023-08-15,TTSH,739,1194,0.86,0.404
2023-08-15,CGH,1167,626,0.785,0.44
2023-08-15,KTPH,1078,532,0.95,0.281
2023-08-15,AH,1097,545,0.619,0.446
2023-08-15,IMH,788,790,0.946,0.436
2023-08-15,KKH,906,503,0.5,0.348
2023-08-16,SGH,1134,613,0.814,0.433
2023-08-16,NUH,644,566,0.801,0.323
2023-08-16,TTSH,665,735,0.701,0.424
2023-08-16,CGH,1101,1221,0.856,0.352
2023-08-16,KTPH,1412,514,0.891,0.311
2023-08-16,AH,895,774,0.7,0.216
2023-08-16,IMH,723,784,0.771,0.373
2023-08-16,KKH,662,541,0.747,0.379
2023-08-17,SGH,817,1001,0.684,0.187
2023-08-17,NUH,585,769,0.841,0.194
2023-08-17,TTSH,1415,600,0.95,0.359
2023-08-17,CGH,720,1211,0.822,0.337
2023-08-17,KTPH,1019,794,0.905,0.45
2023-08-17,AH,792,695,0.585,0.407
2023-08-17,IMH,1439,266,0.5,0.294
2023-08-17,KKH,1323,859,0.75,0.298
2023-08-18,SGH,1433,546,0.769,0.325
2023-08-18,NUH,1375,366,0.559,0.267
2023-08-18,TTSH,814,429,0.635,0.357
2023-08-18,CGH,1405,655,0.856,0.469
2023-08-18,KTPH,1201,933,0.787,0.358
2023-08-18,AH,1243,1034,0.755,0.431
2023-08-18,IMH,1286,484,0.589,0.358
2023-08-18,KKH,582,761,0.95,0.317
2023-08-19,SGH,1413,826,0.694,0.21
2023-08-19,NUH,1188,710,0.515,0.16
2023-08-19,TTSH,1377,661,0.5,0.432
2023-08-19,CGH,1036,913,0.651,0.256
2023-08-19,KTPH,593,663,0.803,0.282
2023-08-19,AH,510,573,0.692,0.267
2023-08-19,IMH,1034,790,0.722,0.36
2023-08-19,KKH,579,553,0.649,0.364
2023-08-20,SGH,1170,1129,0.759,0.395
2023-08-20,NUH,1397,675,0.787,0.305
2023-08-20,TTSH,1205,307,0.596,0.284
2023-08-20,CGH,904,1143,0.795,0.377
2023-08-20,KTPH,1403,373,0.649,0.369
2023-08-20,AH,1214,949,0.64,0.404
2023-08-20,IMH,1114,791,0.535,0.282
2023-08-20,KKH,858,978,0.812,0.383
2023-08-21,SGH,1124,750,0.567,0.392
2023-08-21,NUH,626,428,0.62,0.349
2023-08-21,TTSH,591,366,0.575,0.351
2023-08-21,CGH,839,1154,0.791,0.143
2023-08-21,KTPH,938,850,0.618,0.49
2023-08-21,AH,652,643,0.635,0.237
2023-08-21,IMH,1175,291,0.578,0.376
2023-08-21,KKH,984,915,0.832,0.53
2023-08-22,SGH,660,614,0.799,0.512
2023-08-22,NUH,545,524,0.816,0.243
2023-08-22,TTSH,886,826,0.85,0.331
2023-08-22,CGH,1097,961,0.847,0.375
2023-08-22,KTPH,612,295,0.5,0.358
2023-08-22,AH,1088,548,0.603,0.451
2023-08-22,IMH,1334,735,0.589,0.302
2023-08-22,KKH,1494,738,0.697,0.588
2023-08-23,SGH,1307,537,0.795,0.37
2023-08-23,NUH,947,596,0.849,0.358
2023-08-23,TTSH,829,431,0.5,0.556
2023-08-23,CGH,654,448,0.655,0.409
2023-08-23,KTPH,820,587,0.661,0.364
2023-08-23,AH,1164,592,0.95,0.389
2023-08-23,IMH,1227,370,0.548,0.315
2023-08-23,KKH,1238,574,0.95,0.385
2023-08-24,SGH,767,464,0.695,0.332
2023-08-24,NUH,791,731,0.689,0.511
2023-08-24,TTSH,924,701,0.863,0.359
2023-08-24,CGH,786,976,0.739,0.274
2023-08-24,KTPH,885,484,0.664,0.199
2023-08-24,AH,697,679,0.827,0.212
2023-08-24,IMH,1120,844,0.749,0.261
2023-08-24,KKH,556,662,0.624,0.41
2023-08-25,SGH,1093,477,0.548,0.319
2023-08-25,NUH,583,786,0.527,0.159
2023-08-25,TTSH,1105,748,0.572,0.357
2023-08-25,CGH,875,1033,0.815,0.517
2023-08-25,KTPH,1072,663,0.684,0.472
2023-08-25,AH,895,878,0.681,0.329
2023-08-25,IMH,881,1288,0.944,0.303
2023-08-25,KKH,1214,460,0.881,0.384
2023-08-26,SGH,707,954,0.74,0.472
2023-08-26,NUH,1205,718,0.86,0.357
2023-08-26,TTSH,1086,1136,0.786,0.313
2023-08-26,CGH,1348,840,0.702,0.312
2023-08-26,KTPH,784,719,0.5,0.272
2023-08-26,AH,1409,960,0.791,0.291
2023-08-26,IMH,1299,789,0.854,0.41
2023-08-26,KKH,555,619,0.823,0.472
2023-08-27,SGH,1169,533,0.609,0.441
2023-08-27,NUH,892,616,0.597,0.489
2023-08-27,TTSH,1084,753,0.898,0.333
2023-08-27,CGH,667,1003,0.95,0.406
2023-08-27,KTPH,649,431,0.669,0.319
2023-08-27,AH,1212,850,0.743,0.376
2023-08-27,IMH,506,655,0.681,0.265
2023-08-27,KKH,1048,834,0.846,0.275
2023-08-28,SGH,836,490,0.709,0.473
2023-08-28,NUH,1456,625,0.711,0.284
2023-08-28,TTSH,1004,366,0.523,0.328
2023-08-28,CGH,1143,655,0.602,0.305
2023-08-28,KTPH,1136,814,0.913,0.371
2023-08-28,AH,1417,416,0.509,0.28
2023-08-28,IMH,1418,491,0.669,0.325
2023-08-28,KKH,1386,617,0.934,0.332
2023-08-29,SGH,1081,827,0.634,0.3
2023-08-29,NUH,848,834,0.887,0.283
2023-08-29,TTSH,1059,764,0.698,0.427
2023-08-29,CGH,969,972,0.8,0.441
2023-08-29,KTPH,925,300,0.5,0.294
2023-08-29,AH,605,929,0.789,0.348
2023-08-29,IMH,564,908,0.709,0.13
2023-08-29,KKH,637,775,0.92,0.259
2023-08-30,SGH,816,592,0.775,0.466
2023-08-30,NUH,1012,395,0.626,0.19
2023-08-30,TTSH,1234,517,0.5,0.323
2023-08-30,CGH,868,895,0.656,0.321
2023-08-30,KTPH,622,590,0.721,0.2
2023-08-30,AH,1021,862,0.846,0.43
2023-08-30,IMH,1208,681,0.564,0.237
2023-08-30,KKH,792,1023,0.733,0.494
2023-08-31,SGH,714,781,0.815,0.424
2023-08-31,NUH,1361,634,0.817,0.352
2023-08-31,TTSH,1205,877,0.841,0.294
2023-08-31,CGH,1256,919,0.849,0.243
2023-08-31,KTPH,1057,722,0.876,0.352
2023-08-31,AH,878,440,0.69,0.247
2023-08-31,IMH,944,454,0.55,0.132
2023-08-31,KKH,913,595,0.914,0.202
2023-09-01,SGH,1165,838,0.786,0.423
2023-09-01,NUH,522,414,0.759,0.269
2023-09-01,TTSH,643,619,0.572,0.31
2023-09-01,CGH,1472,974,0.751,0.409
2023-09-01,KTPH,955,689,0.52,0.465
2023-09-01,AH,595,796,0.55,0.322
2023-09-01,IMH,604,764,0.635,0.438
2023-09-01,KKH,1366,576,0.655,0.245
2023-09-02,SGH,963,721,0.614,0.232
2023-09-02,NUH,1462,392,0.5,0.428
2023-09-02,TTSH,917,972,0.673,0.416
2023-09-02,CGH,518,605,0.5,0.308
2023-09-02,KTPH,1462,526,0.716,0.315
2023-09-02,AH,1201,1038,0.763,0.386
2023-09-02,IMH,638,582,0.751,0.344
2023-09-02,KKH,1214,861,0.595,0.255
2023-09-03,SGH,1435,1113,0.813,0.328
2023-09-03,NUH,1251,1089,0.802,0.336
2023-09-03,TTSH,1335,860,0.748,0.209
2023-09-03,CGH,575,917,0.685,0.302
2023-09-03,KTPH,1113,512,0.846,0.49
2023-09-03,AH,774,397,0.677,0.264
2023-09-03,IMH,941,721,0.695,0.416
2023-09-03,KKH,1481,848,0.698,0.509
2023-09-04,SGH,1392,688,0.794,0.375
2023-09-04,NUH,1412,496,0.763,0.291
2023-09-04,TTSH,1262,556,0.694,0.3
2023-09-04,CGH,502,568,0.5,0.221
2023-09-04,KTPH,963,378,0.678,0.46
2023-09-04,AH,1060,747,0.928,0.454
2023-09-04,IMH,1105,1174,0.95,0.279
2023-09-04,KKH,770,883,0.709,0.461
2023-09-05,SGH,1451,490,0.656,0.364
2023-09-05,NUH,1234,600,0.5,0.51
2023-09-05,TTSH,812,1116,0.827,0.412
2023-09-05,CGH,1339,1001,0.775,0.212
2023-09-05,KTPH,842,502,0.794,0.379
2023-09-05,AH,771,441,0.592,0.097
2023-09-05,IMH,601,511,0.632,0.272
2023-09-05,KKH,860,644,0.77,0.423
2023-09-06,SGH,1122,583,0.712,0.417
2023-09-06,NUH,556,722,0.826,0.413
2023-09-06,TTSH,1368,1167,0.842,0.125
2023-09-06,CGH,1142,528,0.638,0.284
2023-09-06,KTPH,1141,342,0.657,0.436
2023-09-06,AH,508,469,0.918,0.351
2023-09-06,IMH,551,507,0.717,0.286
2023-09-06,KKH,690,521,0.947,0.371
2023-09-07,SGH,1120,997,0.819,0.48
2023-09-07,NUH,1139,660,0.592,0.315
2023-09-07,TTSH,864,731,0.847,0.187
2023-09-07,CGH,904,888,0.688,0.414
2023-09-07,KTPH,805,831,0.693,0.35
2023-09-07,AH,851,931,0.784,0.298
2023-09-07,IMH,942,925,0.691,0.382
2023-09-07,KKH,646,521,0.671,0.438
2023-09-08,SGH,643,558,0.708,0.176
2023-09-08,NUH,845,1137,0.95,0.176
2023-09-08,TTSH,1442,470,0.7,0.347
2023-09-08,CGH,1122,647,0.95,0.256
2023-09-08,KTPH,1397,457,0.586,0.191
2023-09-08,AH,827,1124,0.756,0.43
2023-09-08,IMH,823,747,0.847,0.291
2023-09-08,KKH,691,847,0.724,0.353
2023-09-09,SGH,693,484,0.551,0.118
2023-09-09,NUH,510,488,0.713,0.306
2023-09-09,TTSH,1139,368,0.699,0.37
2023-09-09,CGH,1149,815,0.613,0.344
2023-09-09,KTPH,930,663,0.837,0.302
2023-09-09,AH,604,518,0.678,0.153
2023-09-09,IMH,1167,508,0.774,0.353
2023-09-09,KKH,798,638,0.663,0.332
2023-09-10,SGH,831,1021,0.765,0.299
2023-09-10,NUH,608,490,0.601,0.384
2023-09-10,TTSH,934,870,0.925,0.346
2023-09-10,CGH,777,765,0.716,0.333
2023-09-10,KTPH,1338,950,0.759,0.335
2023-09-10,AH,858,1347,0.95,0.304
2023-09-10,IMH,812,820,0.95,0.34
2023-09-10,KKH,768,1105,0.923,0.461
2023-09-11,SGH,979,886,0.639,0.436
2023-09-11,NUH,1273,901,0.893,0.433
2023-09-11,TTSH,935,552,0.95,0.249
2023-09-11,CGH,1089,813,0.702,0.404
2023-09-11,KTPH,743,542,0.5,0.486
2023-09-11,AH,1037,673,0.95,0.406
2023-09-11,IMH,572,1416,0.95,0.444
2023-09-11,KKH,1355,376,0.5,0.32
2023-09-12,SGH,1286,584,0.902,0.346
2023-09-12,NUH,1037,818,0.691,0.374
2023-09-12,TTSH,772,810,0.751,0.202
2023-09-12,CGH,848,1146,0.95,0.305
2023-09-12,KTPH,932,604,0.5,0.483
